sentence,hotel_name,Sentiment,review_topic
no dinner buffet,Sheraton Lagos,negative,Serene Environment
very nice,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
it is a lovely place,Sheraton Lagos,positive,Serene Environment
good job,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
there is heavy traffic on the road,Sheraton Lagos,neutral,Event and Conference Spaces
very cool,Sheraton Lagos,positive,Leisure and Relaxation
lobby is good for meetings,Sheraton Lagos,positive,Serene Environment
food was superb,Sheraton Lagos,positive,Serene Environment
friendly staffs and accommodating,Sheraton Lagos,positive,Room Quality and Standards
four point is good to go,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
not too bad,Sheraton Lagos,positive,Serene Environment
lovely views,Sheraton Lagos,positive,Excellent Service and Hospitality
very nice,Sheraton Lagos,positive,Excellent Service and Hospitality
beautiful place to be,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
it was a great experience,Sheraton Lagos,positive,Excellent Service and Hospitality
the ambience is out of this world,Sheraton Lagos,neutral,Leisure and Relaxation
good food,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
5 star,Sheraton Lagos,neutral,Excellent Service and Hospitality
very nice location,Sheraton Lagos,positive,Room Quality and Standards
always a delight,Sheraton Lagos,positive,Serene Environment
very good 👍👌,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
good place ever to be,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
its really four point indeed,Sheraton Lagos,neutral,Room Quality and Standards
top notch,Sheraton Lagos,positive,Leisure and Relaxation
not enough parking space,Sheraton Lagos,neutral,Beautiful Views and Dining Experiences
nice one,Sheraton Lagos,positive,Event and Conference Spaces
very cool place,Sheraton Lagos,positive,Delightful Food and Home-like Feel
good food,Sheraton Lagos,positive,Room Quality and Standards
very good place to be,Sheraton Lagos,positive,Leisure and Relaxation
not bad,Sheraton Lagos,positive,Serene Environment
a very nice place to be,Sheraton Lagos,positive,Serene Environment
nice stay,Sheraton Lagos,positive,Event and Conference Spaces
the place is beginning to die,Sheraton Lagos,negative,Serene Environment
excellent service,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
well secured and organized,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
nice food,Sheraton Lagos,positive,Excellent Service and Hospitality
is a lovely place to stay,Sheraton Lagos,positive,Excellent Service and Hospitality
very nice,Sheraton Lagos,positive,Excellent Service and Hospitality
great hotel and suite to lodge,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
i love it,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
very impressive hotel,Sheraton Lagos,positive,Event and Conference Spaces
good food,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
great outdoor bar,Sheraton Lagos,positive,Serene Environment
"was nice hotel , i enjoyed it",Sheraton Lagos,positive,Beautiful Views and Dining Experiences
top notch,Sheraton Lagos,positive,Serene Environment
good service,Sheraton Lagos,positive,Room Quality and Standards
cool and serene environment,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
beautiful place to be,Sheraton Lagos,positive,Delightful Food and Home-like Feel
i enjoyed my stay,Sheraton Lagos,positive,Serene Environment
nice one,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
excellent,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
nice view,Sheraton Lagos,positive,Room Quality and Standards
"cool, calm , beautiful serene",Sheraton Lagos,positive,Event and Conference Spaces
top notch,Sheraton Lagos,positive,Event and Conference Spaces
cool safe place,Sheraton Lagos,positive,Room Quality and Standards
very memorable one,Sheraton Lagos,neutral,Serene Environment
good service,Sheraton Lagos,positive,Room Quality and Standards
we're i love to be,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
nice for lodging and events,Sheraton Lagos,positive,Serene Environment
very good,Sheraton Lagos,positive,Excellent Service and Hospitality
nice view,Sheraton Lagos,positive,Serene Environment
"neat, clean faculties",Sheraton Lagos,positive,Delightful Food and Home-like Feel
nice one,Sheraton Lagos,positive,Excellent Service and Hospitality
beautiful and homely place,Sheraton Lagos,positive,Delightful Food and Home-like Feel
top class,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
very good,Sheraton Lagos,positive,Serene Environment
nice! serene!,Sheraton Lagos,positive,Serene Environment
nice stay,Sheraton Lagos,positive,Leisure and Relaxation
money well spent,Sheraton Lagos,positive,Leisure and Relaxation
high luxury,Sheraton Lagos,neutral,Serene Environment
 extremely exclusive,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
an amazing experience,Sheraton Lagos,positive,Delightful Food and Home-like Feel
cool view,Sheraton Lagos,positive,Excellent Service and Hospitality
very good,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
best hotel on the island,Sheraton Lagos,positive,Excellent Service and Hospitality
i love the view,Sheraton Lagos,positive,Room Quality and Standards
good 4 point hotel,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
awesome ambience,Sheraton Lagos,positive,Event and Conference Spaces
varieties very nice,Sheraton Lagos,positive,Room Quality and Standards
very nice,Sheraton Lagos,positive,Delightful Food and Home-like Feel
very nice,Sheraton Lagos,positive,Serene Environment
very good,Sheraton Lagos,positive,Leisure and Relaxation
simply amazing,Sheraton Lagos,positive,Leisure and Relaxation
lovely and serene,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
i love four points by sheraton!,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
awesome spot for a family,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
luxury at it's best,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
i love the place,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
nice place for chilling,Sheraton Lagos,positive,Excellent Service and Hospitality
good environment,Sheraton Lagos,positive,Delightful Food and Home-like Feel
nice cosy and the in thing,Sheraton Lagos,positive,Delightful Food and Home-like Feel
"super, fantastically clean,",Sheraton Lagos,positive,Beautiful Views and Dining Experiences
awesome reception,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
 😊😁,Sheraton Lagos,positive,Delightful Food and Home-like Feel
great place to stay,Sheraton Lagos,positive,Event and Conference Spaces
cool place for relaxing,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
its great,Sheraton Lagos,positive,Room Quality and Standards
"stylish, modern and expensive",Sheraton Lagos,neutral,Beautiful Views and Dining Experiences
beautiful poolside bar,Sheraton Lagos,positive,Delightful Food and Home-like Feel
loved the food,Sheraton Lagos,positive,Delightful Food and Home-like Feel
best hotel around lagos,Sheraton Lagos,positive,Room Quality and Standards
nice environment,Sheraton Lagos,positive,Serene Environment
very friendly environment!,Sheraton Lagos,positive,Excellent Service and Hospitality
good pace,Sheraton Lagos,positive,Excellent Service and Hospitality
great setting,Sheraton Lagos,positive,Delightful Food and Home-like Feel
cool place,Sheraton Lagos,positive,Event and Conference Spaces
great and lovely,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
it was beautiful ❤️❤️,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
"four points hotel,  best hotel ever",Sheraton Lagos,positive,Serene Environment
has a beautiful time,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
it is a cool environment,Sheraton Lagos,positive,Delightful Food and Home-like Feel
good road,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
it was cool being here,Sheraton Lagos,positive,Event and Conference Spaces
a place of luxury and beauty,Sheraton Lagos,positive,Excellent Service and Hospitality
very good,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
very very good place,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
great ambience,Sheraton Lagos,positive,Serene Environment
4-star hotel experience,Sheraton Lagos,neutral,Excellent Service and Hospitality
very nice place to be,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
very good,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
5 star experience,Sheraton Lagos,neutral,Event and Conference Spaces
great live band,Sheraton Lagos,positive,Room Quality and Standards
hotel built to perfection,Sheraton Lagos,positive,Excellent Service and Hospitality
excellent place to relax,Sheraton Lagos,positive,Excellent Service and Hospitality
great customer service,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
excellent place,Sheraton Lagos,positive,Room Quality and Standards
four star for four points,Sheraton Lagos,neutral,Excellent Service and Hospitality
the best place to stay in lagos,Sheraton Lagos,positive,Excellent Service and Hospitality
nice place for events,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
it reduce my stress,Sheraton Lagos,negative,Serene Environment
nice environment,Sheraton Lagos,positive,Leisure and Relaxation
great food,Sheraton Lagos,positive,Excellent Service and Hospitality
good food,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
coolcalm and serene,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
service is awesome,Sheraton Lagos,positive,Leisure and Relaxation
very good,Sheraton Lagos,positive,Serene Environment
great ambience,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
awesome buffet,Sheraton Lagos,positive,Serene Environment
it was a worthwhile experience,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
a 5 star experience,Sheraton Lagos,neutral,Event and Conference Spaces
hmmmmmm,Sheraton Lagos,neutral,Serene Environment
 not as expected,Sheraton Lagos,neutral,Serene Environment
good food,Sheraton Lagos,positive,Delightful Food and Home-like Feel
nice view,Sheraton Lagos,positive,Excellent Service and Hospitality
very nice,Sheraton Lagos,positive,Excellent Service and Hospitality
good hotel to take a rest,Sheraton Lagos,positive,Serene Environment
excellent service,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
nice restaurant,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
nice map,Sheraton Lagos,positive,Delightful Food and Home-like Feel
very good,Sheraton Lagos,positive,Delightful Food and Home-like Feel
well structured cool ambience,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
it was an awesome experience,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
neat n clean,Sheraton Lagos,positive,Serene Environment
very nice,Sheraton Lagos,positive,Serene Environment
nice one,Sheraton Lagos,positive,Excellent Service and Hospitality
nice ocean view,Sheraton Lagos,positive,Delightful Food and Home-like Feel
nice room,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
parking space not enough,Sheraton Lagos,neutral,Event and Conference Spaces
top notch services,Sheraton Lagos,positive,Excellent Service and Hospitality
nice one,Sheraton Lagos,positive,Leisure and Relaxation
good trip,Sheraton Lagos,positive,Excellent Service and Hospitality
so nice,Sheraton Lagos,positive,Serene Environment
very good,Sheraton Lagos,positive,Excellent Service and Hospitality
so great,Sheraton Lagos,positive,Excellent Service and Hospitality
great ambience,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
good hotel!,Sheraton Lagos,positive,Serene Environment
nice buffet restaurant,Sheraton Lagos,positive,Beautiful Views and Dining Experiences
very nice hotel,Sheraton Lagos,positive,Excellent Service and Hospitality
very nice,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
easily accessible to the road,Sheraton Lagos,positive,Serene Environment
good halls and rooms,Sheraton Lagos,positive,Event and Conference Spaces
classy 4 star hotel,Sheraton Lagos,positive,Event and Conference Spaces
very nice hotel,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
really nice hotel,Sheraton Lagos,positive,Serene Environment
poor customer service,Sheraton Lagos,negative,Room Quality and Standards
service is good,Sheraton Lagos,positive,Excellent Service and Hospitality
service was exquisite,Sheraton Lagos,neutral,Excellent Service and Hospitality
nice and lovely hotel,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
mind blowing,Sheraton Lagos,neutral,Leisure and Relaxation
have the best deserts,Sheraton Lagos,positive,Leisure and Relaxation
great ambience,Sheraton Lagos,positive,Welcoming Staff and Comfortable Stay
