sentence,hotel_name,Sentiment
as you always know - excellence at it's peak,Hotel D,positive
it's a place to be,Hotel D,neutral
 very lovely,Hotel D,positive
oriental has great event spaces,Hotel D,positive
very varied!,Hotel D,neutral
i didnt like the furniture but the rooms are ok,Hotel D,positive
good oriental food,Hotel D,positive
 good service,Hotel D,positive
 good ambience,Hotel D,positive
 great views,Hotel D,positive
love the special fried rice made with basmati rice,Hotel D,positive
it's nice place for anyone to stay,Hotel D,positive
a 5star hotel with great hospitality and good service,Hotel D,positive
"good nigerian food, could do with a little upgrading",Hotel D,positive
it was off the hook,Hotel D,neutral
" the sight, the interior was wow",Hotel D,positive
 i loved it,Hotel D,positive
it was a quiet environment to eat and enjoy,Hotel D,positive
everything is good,Hotel D,positive
"nice african meal, good customer relations",Hotel D,positive
"best hotel , that av ever loddged in",Hotel D,positive
beautiful place,Hotel D,positive
excellent service,Hotel D,positive
nice ambience and cosy environment,Hotel D,positive
it's cool and have a beautiful atmosphere,Hotel D,positive
lovely environment n very welcoming,Hotel D,positive
the hotel is popular and located in decent area of victoria island lagos,Hotel D,positive
it's so so amazing,Hotel D,positive
i hope to be here always,Hotel D,positive
great hotel with nice conference rooms,Hotel D,positive
so lovely i enjoy myself alot,Hotel D,positive
it just was not my type of chinese food,Hotel D,neutral
"nice, parking control was not available!",Hotel D,positive
"relaxation is guaranteed, nice view and service",Hotel D,positive
very good,Hotel D,positive
 beautiful rooms,Hotel D,positive
"good ambiance, good food, good reception",Hotel D,positive
 everything 🔥,Hotel D,negative
cool place,Hotel D,positive
 5 star service,Hotel D,neutral
nice place,Hotel D,positive
",",Hotel D,neutral
 just to meet a friend,Hotel D,positive
love the buffet,Hotel D,positive
 nice and tranquil setting,Hotel D,positive
fairly ok place,Hotel D,positive
 very crowded,Hotel D,neutral
it's a superb place,Hotel D,positive
the definition of an ocean view getaway,Hotel D,neutral
very lovely and a place to visit occasionally,Hotel D,positive
they have good hospitality service,Hotel D,positive
it a really nice place,Hotel D,positive
awesome ambience,Hotel D,positive
 luxurious atmosphere,Hotel D,neutral
serene atmosphere n nice intercontinental dishes,Hotel D,positive
love water view,Hotel D,positive
"beautiful place, customer service was superb",Hotel D,positive
nice place for relaxing and event,Hotel D,positive
the ambience is nice,Hotel D,positive
 the view is great,Hotel D,positive
"nice hotel , loved the breakfast buffet",Hotel D,positive
everything about hospitality under one roof,Hotel D,neutral
interesting,Hotel D,positive
 a place for everyone to visit sometime,Hotel D,neutral
i don't understand what a 5star hotel is but i think oriental should be the true definition of it,Hotel D,positive
not a bad place to spend the night,Hotel D,positive
definitely one of the best hotels,Hotel D,positive
very elegance,Hotel D,positive
love the in building parking,Hotel D,positive
"superb hotel, awesome views too",Hotel D,positive
great hotel,Hotel D,positive
 quite cosy,Hotel D,neutral
it's always cost hold up whenever there's an event,Hotel D,neutral
a serene environment with a great ocean view,Hotel D,positive
it was absolutely stunning,Hotel D,positive
 great service,Hotel D,positive
world class standard with high tech facility,Hotel D,neutral
great lodging,Hotel D,positive
 lagoon view,Hotel D,neutral
 great event spaces,Hotel D,positive
ok,Hotel D,positive
"lovely, beautiful hotel with asian theme, by the waterside",Hotel D,positive
lagos oriental hotel is a luxury hotel siiting on the shore of lagos lagoon at victoria island of lagos,Hotel D,neutral
"fine and nice place, beautiful views",Hotel D,positive
one of the best hostel i have visited in lagos,Hotel D,positive
excellent place for events and accommodation,Hotel D,positive
what a wonder not just from the outside but the inside even looks better,Hotel D,positive
"delicious food, excellent service",Hotel D,positive
it's a very nice place to be,Hotel D,positive
very good,Hotel D,positive
oriental hotel is a very classy hotel,Hotel D,positive
 with beautiful halls,Hotel D,positive
"nice place to be, secured and functional",Hotel D,positive
it was great,Hotel D,positive
 great service and atmosphere,Hotel D,positive
centrally located and also along the lake - secured,Hotel D,positive
 there is a gym and bar with a swimming pool,Hotel D,neutral
it was a great experience love it,Hotel D,positive
beautiful place,Hotel D,positive
it's a very nice place to be,Hotel D,positive
nice hotel,Hotel D,positive
 chinese food here is on point,Hotel D,neutral
"exquisite, charming and hospitable services, awesome!",Hotel D,positive
one of a kind hotel with great hospitality,Hotel D,positive
great place to chill and great service,Hotel D,positive
"hotel has lost it touch, not patcularly clean",Hotel D,negative
good accommodation,Hotel D,positive
 great chinese food,Hotel D,positive
fantabulous,Hotel D,neutral
comfortable environment but parking is an issue,Hotel D,positive
the spread of food was vast and tasted really good,Hotel D,positive
beautiful place and standard service,Hotel D,positive
fantastic value-for-money venue for classy events,Hotel D,positive
"good place to go, natural landscape, a comfortable place to be",Hotel D,positive
a place to celebrate with wonderful sbd caring staff,Hotel D,positive
"close to the water front, the view and the cosy environment",Hotel D,neutral
cool very chic place,Hotel D,positive
"y baby uit,rh,t that travelled uncle do under do well",Hotel D,positive
it's upscale and provides good services,Hotel D,positive
a night at oriental hotel is an experience you'll never forget,Hotel D,positive
good event center,Hotel D,positive
 food is good,Hotel D,positive
beautiful space,Hotel D,positive
 amazing ambience,Hotel D,positive
it looks beautiful and the environment is ok,Hotel D,positive
"nice location, nice view overlooking the lagoon",Hotel D,positive
tinubu place,Hotel D,neutral
 good for bachelor party 🎈🎉,Hotel D,positive
five star hotel,Hotel D,neutral
a so lovely,Hotel D,positive
a very good place to relax,Hotel D,positive
good adminstration,Hotel D,positive
 friendly and professional staff,Hotel D,positive
"so cool, nice and conducive environment for leisure",Hotel D,positive
sweet and classic cool place to be,Hotel D,positive
during the afriff event,Hotel D,neutral
awesome hotel with great environment and services,Hotel D,positive
"nice place, wonderful ambiance",Hotel D,positive
lovely and beautiful hotel in and out is amazing,Hotel D,positive
okay service,Hotel D,positive
 food swings between bland and serviceable,Hotel D,neutral
 spartan rooms though,Hotel D,neutral
world class hotel with very nice facilities,Hotel D,positive
super amazing interior design,Hotel D,positive
 friendly staff,Hotel D,positive
nice hotel,Hotel D,positive
 good decor and maintenance,Hotel D,positive
loved every moment,Hotel D,positive
good pool bar and famous wedding venue,Hotel D,positive
nice place for hosting any event,Hotel D,positive
one of the best hotel in lagos city,Hotel D,positive
 excellent!!!,Hotel D,positive
"is a nice place to be, is kind of private",Hotel D,positive
their food is a total rubbish!!! waste of money,Hotel D,negative
amazing service,Hotel D,positive
a place to visit,Hotel D,neutral
tastefully furnished hotel with welcoming ambience,Hotel D,positive
very busy hotel ,Hotel D,neutral
 parking space can be an issue most times,Hotel D,neutral
one of the best hotel in victoria island lagos,Hotel D,positive
very cold but nice,Hotel D,positive
the place is very conductive,Hotel D,neutral
lovely place,Hotel D,positive
perfect place to have your event,Hotel D,positive
it was super fresh,Hotel D,positive
 just like the movies,Hotel D,positive
"ethereal ambience,  quality service and beautiful experience",Hotel D,positive
"nice place for wedding,birthday party and for relaxing",Hotel D,positive
its cool but too cold,Hotel D,positive
lovely ambience,Hotel D,positive
crazy experience,Hotel D,negative
"the rooms are good, good food too",Hotel D,positive
been there with my boss and was fantastic,Hotel D,positive
nice customer service and beautiful decor,Hotel D,positive
the 5 reception that welcomes you is unforgettable,Hotel D,positive
nice environment and i really love the pool,Hotel D,positive
great hotel with a touch of chinese culture,Hotel D,positive
"good parking spaces, and lovely interior",Hotel D,positive
dopest place ever,Hotel D,neutral
 loved it,Hotel D,positive
quiet but not too warm,Hotel D,negative
good,Hotel D,positive
 went for a seminar,Hotel D,neutral
 presentation projector malfunctioned,Hotel D,neutral
great food and cozy hotel,Hotel D,positive
it's worth the hype,Hotel D,positive
nice location for a small and intimate wedding!!!,Hotel D,positive
nice ambience with water side view,Hotel D,positive
"good environment, amazing service",Hotel D,positive
nice,Hotel D,positive
 but not so much pleasing interior decorations,Hotel D,negative
good coffee (about to drink it but it smells good),Hotel D,positive
absolutely beautiful place and amazing,Hotel D,positive
a beautiful and cool place to visit,Hotel D,positive
everything is ok fine and the environs is quite fine,Hotel D,positive
"nice place,safe and nice meal",Hotel D,positive
elegantly built hotel and events and conference venue,Hotel D,positive
wonderful hotel,Hotel D,positive
a popular hotel,Hotel D,positive
 it's cozy and you get an ocean view,Hotel D,neutral
amazing view and excellent staffs,Hotel D,positive
fab,Hotel D,positive
 pricey but fab,Hotel D,positive
beautiful place,Hotel D,positive
lovely place to refresh anytime,Hotel D,positive
awesome experience,Hotel D,positive
