sentence,hotel_name,Sentiment,review_topic
"amenities include free wi-fi, free breakfast, free packing, wheelchair accessibility, outdoor pool, air conditioner, fitness center and business centres",Lagos Oriental,positive,Event and Conference Spaces
"rooms comes with wi-fi and flat screen tv, mini fridge while some rooms have water view, sitting areas mini bars and living rooms",Lagos Oriental,neutral,Room Quality and Standards
a great place to be,Lagos Oriental,positive,Serene Environment
pleasant staff,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
" as with hotels around here, food may not be all that but if you've got events, you've got a capable team",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
" bernie, odafe, yinka or uche will sort you out if you mention my name",Lagos Oriental,neutral,Excellent Service and Hospitality
"nice architecture,  lovely ambience, excellent service, marvellous interior design",Lagos Oriental,positive,Beautiful Views and Dining Experiences
"  large  parking space , sea view",Lagos Oriental,neutral,Event and Conference Spaces
skyline balcony has an exquisite waterside view overlooking the beautiful sights of the island and the dazzling christmas lights glittering across the horizon,Lagos Oriental,positive,Beautiful Views and Dining Experiences
amazing ambience and ample parking space,Lagos Oriental,positive,Event and Conference Spaces
heard a lot about this place and it exceeded my expectations upon my arrival,Lagos Oriental,neutral,Room Quality and Standards
" the interior decor is lovely, the service is great and the view is amazing",Lagos Oriental,positive,Beautiful Views and Dining Experiences
super nice time with #xtordimage,Lagos Oriental,positive,Leisure and Relaxation
mehn this place is damn beautiful honestly,Lagos Oriental,positive,Delightful Food and Home-like Feel
still retains its beauty and quality even after many years of being in operation,Lagos Oriental,positive,Excellent Service and Hospitality
" the guards parked me well, the inner guards directed me well",Lagos Oriental,positive,Delightful Food and Home-like Feel
nice place,Lagos Oriental,positive,Serene Environment
 and they keep expanding,Lagos Oriental,neutral,Room Quality and Standards
 neat and welcoming,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
" well maintained, courteous and efficient staff",Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
great place!,Lagos Oriental,positive,Serene Environment
attended a birthday party at the ball room,Lagos Oriental,positive,Event and Conference Spaces
 it was a night to remember,Lagos Oriental,neutral,Leisure and Relaxation
and i think it was so because of the combination of the party organisation and the venue,Lagos Oriental,positive,Event and Conference Spaces
" an upscale place, choicy and pricy",Lagos Oriental,neutral,Beautiful Views and Dining Experiences
"what makes a good hotel is the structure and service, and this hotel has just that",Lagos Oriental,positive,Excellent Service and Hospitality
 i was highly impressed by the staffs manners,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 nice experience and keep up the good job,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"its a very nice place to chill out, enjoying the sight of natural waters and architecture",Lagos Oriental,positive,Beautiful Views and Dining Experiences
"lagos oriental hotel is located on the island, lekki axis, ac very beautiful gorgeous looking building with a tempting and appealing look even from a distance",Lagos Oriental,positive,Serene Environment
 haven't spent a night there yet,Lagos Oriental,neutral,Leisure and Relaxation
 but aspiring to,Lagos Oriental,neutral,Excellent Service and Hospitality
 lol,Lagos Oriental,positive,Event and Conference Spaces
"when you go there for any event men make sure you put on suit cos the acs there are super working, ladies don't wear any nonsense cloth or else u'll have yourself to blame",Lagos Oriental,positive,Room Quality and Standards
great place for events,Lagos Oriental,positive,Event and Conference Spaces
 enjoy salsa nights every wednesday from 6pm,Lagos Oriental,positive,Leisure and Relaxation
 contact @bodylanguageng on instagram if interested,Lagos Oriental,positive,Leisure and Relaxation
trailblazer,Lagos Oriental,neutral,Excellent Service and Hospitality
 good and nice place to visit,Lagos Oriental,positive,Leisure and Relaxation
 food sumptuous,Lagos Oriental,neutral,Delightful Food and Home-like Feel
  however looks scanty for now guess its cos of covid,Lagos Oriental,neutral,Room Quality and Standards
it looks nicer on the picture,Lagos Oriental,positive,Leisure and Relaxation
 the menu is nothing to write home about,Lagos Oriental,neutral,Delightful Food and Home-like Feel
this is one of the best hotels around lekki and a choice destination for all kinds of events or accommodation needs,Lagos Oriental,positive,Serene Environment
 i believe they need to improve parking arrangements or provisions though!,Lagos Oriental,positive,Excellent Service and Hospitality
not a residential stay but a facility tour and was impressed with the different room types and available events/meeting rooms,Lagos Oriental,positive,Room Quality and Standards
 good views also,Lagos Oriental,positive,Beautiful Views and Dining Experiences
lovely environment,Lagos Oriental,positive,Beautiful Views and Dining Experiences
went for a conference  themed art of technology,Lagos Oriental,neutral,Event and Conference Spaces
 it was an amazing conference centered on artificial intelligence and software engineering as a whole and how it’s gonna change the world,Lagos Oriental,positive,Event and Conference Spaces
nice place but they ought to have given more consideration to the parking space in consideration of the number of space available in the hotel,Lagos Oriental,positive,Event and Conference Spaces
"nice hotel with extremely spacious rooms, adjoining the ocean",Lagos Oriental,positive,Event and Conference Spaces
 relatively cheaper than other 5 star hotels within its vicinity,Lagos Oriental,neutral,Serene Environment
 great food,Lagos Oriental,positive,Delightful Food and Home-like Feel
awesome place to be,Lagos Oriental,positive,Delightful Food and Home-like Feel
  serene environment with adequate security,Lagos Oriental,positive,Serene Environment
  the halls are top notch and spacious,Lagos Oriental,positive,Event and Conference Spaces
"it's a big and quite luxurious hotel, good parking space, wheelchair accessible, good restaurants and big and medium size event and banquet halls",Lagos Oriental,positive,Event and Conference Spaces
the breakfasts are wonderful,Lagos Oriental,positive,Delightful Food and Home-like Feel
 the view across the lagoon into ikoyi is exceptional especially at night,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
 try the bergamot tea also,Lagos Oriental,neutral,Delightful Food and Home-like Feel
quite a nice place with lovely environment,Lagos Oriental,positive,Beautiful Views and Dining Experiences
"amazing environment, very pleasant and satisfactory place to be",Lagos Oriental,positive,Serene Environment
 the event was also awesome,Lagos Oriental,positive,Delightful Food and Home-like Feel
 i can't wait to go back,Lagos Oriental,neutral,Leisure and Relaxation
the outdoor bar by the pool is a beauty,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 great ambience with a stunning waterfront view,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 life is indeed beautiful,Lagos Oriental,positive,Beautiful Views and Dining Experiences
best place to be that is cozy and accommodating,Lagos Oriental,positive,Serene Environment
 the lagoon side view is just so so relaxing and soothing,Lagos Oriental,positive,Beautiful Views and Dining Experiences
great 👍,Lagos Oriental,positive,Serene Environment
this hotel is such a beautiful place to be,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 its ambience is everything you desire in a good hotel,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 i had a good time here,Lagos Oriental,positive,Leisure and Relaxation
lovely experiences here always,Lagos Oriental,positive,Beautiful Views and Dining Experiences
very nice place to be,Lagos Oriental,positive,Serene Environment
 good customer service,Lagos Oriental,positive,Excellent Service and Hospitality
 beautiful decor and nice toothbrush in the bathroom (had to take it😆),Lagos Oriental,positive,Room Quality and Standards
amazing ambience,Lagos Oriental,positive,Welcoming Staff and Comfortable Stay
 lot of lovely interior decorations,Lagos Oriental,positive,Beautiful Views and Dining Experiences
 good event halls for events and other activities,Lagos Oriental,positive,Event and Conference Spaces
every time we have dinner at any of the restaurants it’s always a memorable outing for each and every member of my team,Lagos Oriental,neutral,Beautiful Views and Dining Experiences
"twas lovely, beautiful, cool and nicebut just that i couldn't take pic cause there was no space",Lagos Oriental,positive,Beautiful Views and Dining Experiences
lovely sea view,Lagos Oriental,positive,Beautiful Views and Dining Experiences
" if you're going for their buffet, make it there early enough or else",Lagos Oriental,neutral,Event and Conference Spaces
the facilities was so good and the wi-fi we super fast oh my god,Lagos Oriental,positive,Excellent Service and Hospitality
 it was so pretty with so much art was it was very spacious,Lagos Oriental,positive,Room Quality and Standards
fantastic services,Lagos Oriental,positive,Excellent Service and Hospitality
"didn't stay much, but am sure to be back soon",Lagos Oriental,positive,Leisure and Relaxation
